gene_id,gene_name,log2FC,pvalue,padj
ENSG00000181751.10,MACIR,2.3886254357921324,4.923346619580148e-06,3.160975755924711e-05
ENSG00000181638.20,ZFP41,1.3228474492767228,4.923346619580148e-06,3.160975755924711e-05
ENSG00000181544.15,FANCB,3.3556524353447283,4.923346619580148e-06,3.160975755924711e-05
ENSG00000181450.18,ZNF678,1.1007865985058654,4.923346619580148e-06,3.160975755924711e-05
ENSG00000007384.15,RHBDF1,1.1309297123264574,4.923346619580148e-06,3.160975755924711e-05
ENSG00000181350.12,LRRC75A,2.5197572600685576,4.923346619580148e-06,3.160975755924711e-05
ENSG00000213918.10,DNASE1,1.3919767134658283,4.923346619580148e-06,3.160975755924711e-05
ENSG00000214182.5,PTMAP5,1.543493460911591,4.923346619580148e-06,3.160975755924711e-05
ENSG00000165698.16,SPACA9,1.0310195922958056,4.923346619580148e-06,3.160975755924711e-05
ENSG00000272918.1,AC005070.3,1.7739396745776652,4.923346619580148e-06,3.160975755924711e-05
ENSG00000272902.2,TBC1D8-AS1,1.7033629891692748,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166171.13,DPCD,1.4392688442739605,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166145.14,SPINT1,1.5995320814988736,4.923346619580148e-06,3.160975755924711e-05
ENSG00000165891.16,E2F7,4.004343915763859,4.923346619580148e-06,3.160975755924711e-05
ENSG00000277144.1,AC092757.3,3.580786533224504,4.923346619580148e-06,3.160975755924711e-05
ENSG00000277072.5,STAG3L2,1.257830467234544,4.923346619580148e-06,3.160975755924711e-05
ENSG00000109881.17,CCDC34,1.4089280491828875,4.923346619580148e-06,3.160975755924711e-05
ENSG00000165480.16,SKA3,3.7413183331474333,4.923346619580148e-06,3.160975755924711e-05
ENSG00000165304.8,MELK,3.5694067299731724,4.923346619580148e-06,3.160975755924711e-05
ENSG00000165259.14,HDX,1.175821490737812,4.923346619580148e-06,3.160975755924711e-05
ENSG00000165140.11,FBP1,-1.0035103655357096,4.923346619580148e-06,3.160975755924711e-05
ENSG00000146410.12,MTFR2,3.763160840256649,4.923346619580148e-06,3.160975755924711e-05
ENSG00000182272.12,B4GALNT4,3.662443446886996,4.923346619580148e-06,3.160975755924711e-05
ENSG00000132004.13,FBXW9,1.1613814881232298,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131981.16,LGALS3,1.0739416966530264,4.923346619580148e-06,3.160975755924711e-05
ENSG00000180891.13,CUEDC1,1.0765149079866367,4.923346619580148e-06,3.160975755924711e-05
ENSG00000133065.11,SLC41A1,1.0607286246382568,4.923346619580148e-06,3.160975755924711e-05
ENSG00000109805.10,NCAPG,3.3694344722119087,4.923346619580148e-06,3.160975755924711e-05
ENSG00000109758.9,HGFAC,-1.6631622802923636,4.923346619580148e-06,3.160975755924711e-05
ENSG00000064547.14,LPAR2,1.826328004214194,4.923346619580148e-06,3.160975755924711e-05
ENSG00000234912.12,SNHG20,1.4839850099559315,4.923346619580148e-06,3.160975755924711e-05
ENSG00000245571.7,FAM111A-DT,1.7332476441641258,4.923346619580148e-06,3.160975755924711e-05
ENSG00000245556.3,SCAMP1-AS1,1.0025857330444903,4.923346619580148e-06,3.160975755924711e-05
ENSG00000245149.4,RNF139-AS1,1.8269683781042012,4.923346619580148e-06,3.160975755924711e-05
ENSG00000006837.12,CDKL3,2.45793629962307,4.923346619580148e-06,3.160975755924711e-05
ENSG00000062282.15,DGAT2,-1.1007620092527841,4.923346619580148e-06,3.160975755924711e-05
ENSG00000260193.1,LINC02846,2.552049950865792,4.923346619580148e-06,3.160975755924711e-05
ENSG00000110400.11,NECTIN1,1.0824443174065534,4.923346619580148e-06,3.160975755924711e-05
ENSG00000213085.10,CFAP45,3.6766082224314034,4.923346619580148e-06,3.160975755924711e-05
ENSG00000213190.4,MLLT11,1.878053296410538,4.923346619580148e-06,3.160975755924711e-05
ENSG00000213186.8,TRIM59,2.9065525457401127,4.923346619580148e-06,3.160975755924711e-05
ENSG00000110169.11,HPX,-1.5231534256936439,4.923346619580148e-06,3.160975755924711e-05
ENSG00000146143.19,PRIM2,1.1541181205489228,4.923346619580148e-06,3.160975755924711e-05
ENSG00000165752.17,STK32C,1.1406963809424375,4.923346619580148e-06,3.160975755924711e-05
ENSG00000260852.1,FBXL19-AS1,2.513554937491137,4.923346619580148e-06,3.160975755924711e-05
ENSG00000174307.7,PHLDA3,1.3266769238941558,4.923346619580148e-06,3.160975755924711e-05
ENSG00000132825.7,PPP1R3D,1.4703714469313842,4.923346619580148e-06,3.160975755924711e-05
ENSG00000132749.11,TESMIN,3.0396146544939415,4.923346619580148e-06,3.160975755924711e-05
ENSG00000132692.19,BCAN,4.479781600261146,4.923346619580148e-06,3.160975755924711e-05
ENSG00000132470.14,ITGB4,1.6906029854293767,4.923346619580148e-06,3.160975755924711e-05
ENSG00000182379.10,NXPH4,3.727535856011079,4.923346619580148e-06,3.160975755924711e-05
ENSG00000182327.8,GLTPD2,-1.5641987035721383,4.923346619580148e-06,3.160975755924711e-05
ENSG00000132855.5,ANGPTL3,-1.8819212327354033,4.923346619580148e-06,3.160975755924711e-05
ENSG00000132840.10,BHMT2,-1.5343161005675359,4.923346619580148e-06,3.160975755924711e-05
ENSG00000260804.3,LINC01963,1.9045872693367565,4.923346619580148e-06,3.160975755924711e-05
ENSG00000260793.2,AC003102.1,2.108833575228514,4.923346619580148e-06,3.160975755924711e-05
ENSG00000111206.13,FOXM1,2.582623646810665,4.923346619580148e-06,3.160975755924711e-05
ENSG00000111058.8,ACSS3,-1.1058770303216712,4.923346619580148e-06,3.160975755924711e-05
ENSG00000110881.12,ASIC1,2.87953658202246,4.923346619580148e-06,3.160975755924711e-05
ENSG00000206567.10,AC022007.1,1.7758629622353446,4.923346619580148e-06,3.160975755924711e-05
ENSG00000206344.7,HCG27,1.955470163048487,4.923346619580148e-06,3.160975755924711e-05
ENSG00000145911.6,N4BP3,2.8194723361216534,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166337.10,TAF10,1.4030971734643658,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166263.13,STXBP4,1.1571142584147385,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166183.16,ASPG,-2.2998192404432887,4.923346619580148e-06,3.160975755924711e-05
ENSG00000260711.2,AL121839.2,2.229581772431275,4.923346619580148e-06,3.160975755924711e-05
ENSG00000111371.16,SLC38A1,1.167356265867248,4.923346619580148e-06,3.160975755924711e-05
ENSG00000205208.5,C4orf46,1.5795203919163952,4.923346619580148e-06,3.160975755924711e-05
ENSG00000260996.1,BX255925.1,3.0759653571775543,4.923346619580148e-06,3.160975755924711e-05
ENSG00000260942.1,CAPN10-DT,2.3617555632200378,4.923346619580148e-06,3.160975755924711e-05
ENSG00000133059.17,DSTYK,1.1515437784384008,4.923346619580148e-06,3.160975755924711e-05
ENSG00000174007.9,CEP19,1.5270223402434862,4.923346619580148e-06,3.160975755924711e-05
ENSG00000173950.16,XXYLT1,1.2955466521932197,4.923346619580148e-06,3.160975755924711e-05
ENSG00000173894.11,CBX2,2.1350632259524023,4.923346619580148e-06,3.160975755924711e-05
ENSG00000173890.17,GPR160,1.7356281005830207,4.923346619580148e-06,3.160975755924711e-05
ENSG00000173715.18,C11orf80,1.8249485429860925,4.923346619580148e-06,3.160975755924711e-05
ENSG00000173621.9,LRFN4,2.173824008758949,4.923346619580148e-06,3.160975755924711e-05
ENSG00000138439.12,FAM117B,1.1171918879257579,4.923346619580148e-06,3.160975755924711e-05
ENSG00000138207.14,RBP4,-1.1584346909458412,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131944.10,FAAP24,1.9014529532041817,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131899.11,LLGL1,1.182373149736249,4.923346619580148e-06,3.160975755924711e-05
ENSG00000181938.14,GINS3,1.9282230498801696,4.923346619580148e-06,3.160975755924711e-05
ENSG00000112742.10,TTK,3.352944177996067,4.923346619580148e-06,3.160975755924711e-05
ENSG00000145192.13,AHSG,-1.8175674019565626,4.923346619580148e-06,3.160975755924711e-05
ENSG00000145103.15,ILDR1,2.524479142366966,4.923346619580148e-06,3.160975755924711e-05
ENSG00000272716.1,AL121658.1,2.877484348391042,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166920.13,C15orf48,3.328333913687362,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166851.15,PLK1,2.895217866166861,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166845.15,C18orf54,2.158045647146053,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166840.13,GLYATL1,-1.7406647860009068,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166839.17,ANKDD1A,1.4178332450693685,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166578.10,IQCD,3.2660585207716006,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166557.14,TMED3,1.137726694938492,4.923346619580148e-06,3.160975755924711e-05
ENSG00000272807.1,AC007038.1,2.523594830583614,4.923346619580148e-06,3.160975755924711e-05
ENSG00000111671.10,SPSB2,1.2315852330894785,4.923346619580148e-06,3.160975755924711e-05
ENSG00000111665.12,CDCA3,2.7029663527986614,4.923346619580148e-06,3.160975755924711e-05
ENSG00000111412.6,SPRING1,1.1418860839856384,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166819.12,PLIN1,-1.9638363925405322,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166816.15,LDHD,-1.080596247933708,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166803.14,PCLAF,2.484022245936629,4.923346619580148e-06,3.160975755924711e-05
ENSG00000275180.1,AC048341.2,2.4397505685165055,4.923346619580148e-06,3.160975755924711e-05
ENSG00000274020.4,LINC01138,1.7241182287514865,4.923346619580148e-06,3.160975755924711e-05
ENSG00000160051.12,IQCC,1.7983118503589866,4.923346619580148e-06,3.160975755924711e-05
ENSG00000274925.1,ZKSCAN2-DT,2.321176790648054,4.923346619580148e-06,3.160975755924711e-05
ENSG00000156804.7,FBXO32,1.18190236967216,4.923346619580148e-06,3.160975755924711e-05
ENSG00000156787.17,TBC1D31,1.0826140432351297,4.923346619580148e-06,3.160975755924711e-05
ENSG00000055957.11,ITIH1,-1.247442639660072,4.923346619580148e-06,3.160975755924711e-05
ENSG00000112312.10,GMNN,1.270794345985893,4.923346619580148e-06,3.160975755924711e-05
ENSG00000205622.11,AP001042.1,-2.200339213532635,4.923346619580148e-06,3.160975755924711e-05
ENSG00000205593.12,DENND6B,1.6566272927151757,4.923346619580148e-06,3.160975755924711e-05
ENSG00000205485.13,AC004980.1,1.4657529310508075,4.923346619580148e-06,3.160975755924711e-05
ENSG00000279452.1,AC006277.1,2.331611548690443,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131188.12,PRR7,1.8549002111004542,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131187.10,F12,-1.2688737666469099,4.923346619580148e-06,3.160975755924711e-05
ENSG00000138686.10,BBS7,1.0239344421853407,4.923346619580148e-06,3.160975755924711e-05
ENSG00000144908.14,ALDH1L1,-1.2766547159268091,4.923346619580148e-06,3.160975755924711e-05
ENSG00000113522.14,RAD50,1.1048973134608921,4.923346619580148e-06,3.160975755924711e-05
ENSG00000112964.14,GHR,-1.0223426388707912,4.923346619580148e-06,3.160975755924711e-05
ENSG00000112877.8,CEP72,1.2622890653789696,4.923346619580148e-06,3.160975755924711e-05
ENSG00000204685.7,STARD7-AS1,1.1652295319337183,4.923346619580148e-06,3.160975755924711e-05
ENSG00000204653.10,ASPDH,-2.398723022420294,4.923346619580148e-06,3.160975755924711e-05
ENSG00000204650.14,LINC02210,1.7957928831426604,4.923346619580148e-06,3.160975755924711e-05
ENSG00000204745.4,AC083899.1,1.2353497833006488,4.923346619580148e-06,3.160975755924711e-05
ENSG00000112812.16,PRSS16,3.6331707188789055,4.923346619580148e-06,3.160975755924711e-05
ENSG00000204323.5,SMIM5,3.0772164814097596,4.923346619580148e-06,3.160975755924711e-05
ENSG00000114346.14,ECT2,2.109870383664664,4.923346619580148e-06,3.160975755924711e-05
ENSG00000283475.1,MIR1244-4,2.0396647334701683,4.923346619580148e-06,3.160975755924711e-05
ENSG00000204444.11,APOM,-1.0445008934859148,4.923346619580148e-06,3.160975755924711e-05
ENSG00000261183.5,SPINT1-AS1,3.5211478272767702,4.923346619580148e-06,3.160975755924711e-05
ENSG00000261167.1,AC107027.3,1.2418621342136749,4.923346619580148e-06,3.160975755924711e-05
ENSG00000113739.10,STC2,2.4972408704638256,4.923346619580148e-06,3.160975755924711e-05
ENSG00000144959.11,NCEH1,1.330310450027975,4.923346619580148e-06,3.160975755924711e-05
ENSG00000132837.15,DMGDH,-1.9675418903538056,4.923346619580148e-06,3.160975755924711e-05
ENSG00000267575.7,AC006504.5,1.5744399943883243,4.923346619580148e-06,3.160975755924711e-05
ENSG00000182902.14,SLC25A18,-1.6145104288637597,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131470.15,PSMC3IP,2.474387811714907,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131437.16,KIF3A,1.1821630992168501,4.923346619580148e-06,3.160975755924711e-05
ENSG00000183426.17,NPIPA1,1.1652263091149233,4.923346619580148e-06,3.160975755924711e-05
ENSG00000183340.7,JRKL,1.1137455952289206,4.923346619580148e-06,3.160975755924711e-05
ENSG00000183307.4,TMEM121B,2.50350335375445,4.923346619580148e-06,3.160975755924711e-05
ENSG00000183230.17,CTNNA3,-2.1294327765057535,4.923346619580148e-06,3.160975755924711e-05
ENSG00000277258.5,PCGF2,1.3104256570937178,4.923346619580148e-06,3.160975755924711e-05
ENSG00000167173.19,C15orf39,1.082965677979659,4.923346619580148e-06,3.160975755924711e-05
ENSG00000167065.14,DUSP18,2.1945625042394807,4.923346619580148e-06,3.160975755924711e-05
ENSG00000272750.1,AL592148.3,2.0951706179185874,4.923346619580148e-06,3.160975755924711e-05
ENSG00000114554.11,PLXNA1,1.1344454922035387,4.923346619580148e-06,3.160975755924711e-05
ENSG00000114529.13,C3orf52,2.9699069030850347,4.923346619580148e-06,3.160975755924711e-05
ENSG00000261118.1,AC092123.1,2.0794732541343874,4.923346619580148e-06,3.160975755924711e-05
ENSG00000204396.11,VWA7,1.5574479007394602,4.923346619580148e-06,3.160975755924711e-05
ENSG00000204366.4,ZBTB12,2.0614900906738503,4.923346619580148e-06,3.160975755924711e-05
ENSG00000203814.6,H2BC18,3.921431181080247,4.923346619580148e-06,3.160975755924711e-05
ENSG00000203761.5,MSTO2P,2.2213639761055055,4.923346619580148e-06,3.160975755924711e-05
ENSG00000114200.10,BCHE,-1.8808370071760914,4.923346619580148e-06,3.160975755924711e-05
ENSG00000113905.5,HRG,-1.5922557699264055,4.923346619580148e-06,3.160975755924711e-05
ENSG00000113758.13,DBN1,1.4827406774103624,4.923346619580148e-06,3.160975755924711e-05
ENSG00000283498.1,MIR1244-2,1.4532591680142648,4.923346619580148e-06,3.160975755924711e-05
ENSG00000138780.15,GSTCD,1.1268058077163075,4.923346619580148e-06,3.160975755924711e-05
ENSG00000138778.13,CENPE,2.799524722182591,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131153.9,GINS2,1.5569110721994324,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131848.9,ZSCAN5A,1.0171958817979194,4.923346619580148e-06,3.160975755924711e-05
ENSG00000167513.9,CDT1,2.7755686533755846,4.923346619580148e-06,3.160975755924711e-05
ENSG00000203668.3,CHML,1.1738610942125096,4.923346619580148e-06,3.160975755924711e-05
ENSG00000115163.15,CENPA,4.25696742517347,4.923346619580148e-06,3.160975755924711e-05
ENSG00000261342.1,AC006538.1,3.303534608989918,4.923346619580148e-06,3.160975755924711e-05
ENSG00000115129.14,TP53I3,1.0340701898400484,4.923346619580148e-06,3.160975755924711e-05
ENSG00000114670.14,NEK11,2.0032194367677154,4.923346619580148e-06,3.160975755924711e-05
ENSG00000198610.11,AKR1C4,-1.7714507960552761,4.923346619580148e-06,3.160975755924711e-05
ENSG00000198556.14,ZNF789,1.038283612870369,4.923346619580148e-06,3.160975755924711e-05
ENSG00000198554.12,WDHD1,2.0226202437115317,4.923346619580148e-06,3.160975755924711e-05
ENSG00000198848.13,CES1,-1.0620614057171769,4.923346619580148e-06,3.160975755924711e-05
ENSG00000277283.1,AC004812.2,2.332194192076659,4.923346619580148e-06,3.160975755924711e-05
ENSG00000243449.6,C4orf48,2.833731336809081,4.923346619580148e-06,3.160975755924711e-05
ENSG00000261659.2,Z92544.1,3.7819830040747493,4.923346619580148e-06,3.160975755924711e-05
ENSG00000261652.3,C15orf65,2.351286679074118,4.923346619580148e-06,3.160975755924711e-05
ENSG00000116017.11,ARID3A,1.192338355763612,4.923346619580148e-06,3.160975755924711e-05
ENSG00000115687.14,PASK,1.082329461613326,4.923346619580148e-06,3.160975755924711e-05
ENSG00000115568.16,ZNF142,1.0494737993847436,4.923346619580148e-06,3.160975755924711e-05
ENSG00000115363.14,EVA1A,-1.4962735952926793,4.923346619580148e-06,3.160975755924711e-05
ENSG00000198948.12,MFAP3L,-1.287021433887234,4.923346619580148e-06,3.160975755924711e-05
ENSG00000144554.12,FANCD2,1.900900662455546,4.923346619580148e-06,3.160975755924711e-05
ENSG00000167523.14,SPATA33,1.2939895771745495,4.923346619580148e-06,3.160975755924711e-05
ENSG00000139209.16,SLC38A4,-2.2989051996513394,4.923346619580148e-06,3.160975755924711e-05
ENSG00000278784.1,AL136295.7,1.3249464158643172,4.923346619580148e-06,3.160975755924711e-05
ENSG00000173531.15,MST1,-1.0412068348348775,4.923346619580148e-06,3.160975755924711e-05
ENSG00000173451.7,THAP2,1.0112848218784067,4.923346619580148e-06,3.160975755924711e-05
ENSG00000278768.2,BACE1-AS,1.5498519863506697,4.923346619580148e-06,3.160975755924711e-05
ENSG00000138823.13,MTTP,-2.516462087963312,4.923346619580148e-06,3.160975755924711e-05
ENSG00000051180.17,RAD51,2.9516007090938814,4.923346619580148e-06,3.160975755924711e-05
ENSG00000182841.12,RRP7BP,1.5981991561689248,4.923346619580148e-06,3.160975755924711e-05
ENSG00000184162.15,NR2C2AP,1.1701260007460548,4.923346619580148e-06,3.160975755924711e-05
ENSG00000287808.1,AL355999.1,3.3258281680810353,4.923346619580148e-06,3.160975755924711e-05
ENSG00000287778.1,AC006230.1,3.557544697986761,4.923346619580148e-06,3.160975755924711e-05
ENSG00000287737.1,AC132872.5,3.053541348104581,4.923346619580148e-06,3.160975755924711e-05
ENSG00000236753.7,MKLN1-AS,1.7770720634551331,4.923346619580148e-06,3.160975755924711e-05
ENSG00000243364.8,EFNA4,1.5041604919021505,4.923346619580148e-06,3.160975755924711e-05
ENSG00000243335.10,KCTD7,1.1926018317044034,4.923346619580148e-06,3.160975755924711e-05
ENSG00000042429.12,MED17,1.2191927877690674,4.923346619580148e-06,3.160975755924711e-05
ENSG00000040275.17,SPDL1,1.435665399536915,4.923346619580148e-06,3.160975755924711e-05
ENSG00000036473.8,OTC,-2.191050532733806,4.923346619580148e-06,3.160975755924711e-05
ENSG00000035499.13,DEPDC1B,3.1391464575052157,4.923346619580148e-06,3.160975755924711e-05
ENSG00000031691.7,CENPQ,1.018652500130407,4.923346619580148e-06,3.160975755924711e-05
ENSG00000030110.13,BAK1,1.020637116138239,4.923346619580148e-06,3.160975755924711e-05
ENSG00000282386.1,AL358472.4,2.223861042771922,4.923346619580148e-06,3.160975755924711e-05
ENSG00000117009.12,KMO,-1.9393005099277074,4.923346619580148e-06,3.160975755924711e-05
ENSG00000118271.12,TTR,-1.2962394680750333,4.923346619580148e-06,3.160975755924711e-05
ENSG00000118137.10,APOA1,-1.6760872999917487,4.923346619580148e-06,3.160975755924711e-05
ENSG00000167670.16,CHAF1A,1.1967569015932589,4.923346619580148e-06,3.160975755924711e-05
ENSG00000167642.13,SPINT2,1.6362366989115107,4.923346619580148e-06,3.160975755924711e-05
ENSG00000116785.14,CFHR3,-2.099933969547336,4.923346619580148e-06,3.160975755924711e-05
ENSG00000116761.12,CTH,-1.428172088798668,4.923346619580148e-06,3.160975755924711e-05
ENSG00000198648.11,STK39,1.9238771992480994,4.923346619580148e-06,3.160975755924711e-05
ENSG00000236144.8,TMEM147-AS1,1.5748312130301307,4.923346619580148e-06,3.160975755924711e-05
ENSG00000235944.8,ZNF815P,1.832157701881088,4.923346619580148e-06,3.160975755924711e-05
ENSG00000244041.7,LINC01011,2.474240471960494,4.923346619580148e-06,3.160975755924711e-05
ENSG00000053524.12,MCF2L2,3.2382517184942166,4.923346619580148e-06,3.160975755924711e-05
ENSG00000051341.14,POLQ,3.259899332437803,4.923346619580148e-06,3.160975755924711e-05
ENSG00000144134.18,RABL2A,1.1742384795074,4.923346619580148e-06,3.160975755924711e-05
ENSG00000143797.12,MBOAT2,1.7523807077043616,4.923346619580148e-06,3.160975755924711e-05
ENSG00000167798.17,C3P1,-2.1215559281153578,4.923346619580148e-06,3.160975755924711e-05
ENSG00000143476.18,DTL,3.047670314901686,4.923346619580148e-06,3.160975755924711e-05
ENSG00000197905.10,TEAD4,1.7045824567349024,4.923346619580148e-06,3.160975755924711e-05
ENSG00000168268.11,NT5DC2,1.3189600898187224,4.923346619580148e-06,3.160975755924711e-05
ENSG00000168005.9,SPINDOC,1.2074857085335708,4.923346619580148e-06,3.160975755924711e-05
ENSG00000167900.12,TK1,1.3406757919495214,4.923346619580148e-06,3.160975755924711e-05
ENSG00000197774.13,EME2,1.14787822737692,4.923346619580148e-06,3.160975755924711e-05
ENSG00000198039.11,ZNF273,1.9183447617531797,4.923346619580148e-06,3.160975755924711e-05
ENSG00000197948.11,FCHSD1,1.3566992859510494,4.923346619580148e-06,3.160975755924711e-05
ENSG00000117399.14,CDC20,3.1214169623305295,4.923346619580148e-06,3.160975755924711e-05
ENSG00000198298.13,ZNF485,1.4917476953380668,4.923346619580148e-06,3.160975755924711e-05
ENSG00000198089.16,SFI1,1.0278220329680239,4.923346619580148e-06,3.160975755924711e-05
ENSG00000261716.2,H2BC20P,2.4687381594348223,4.923346619580148e-06,3.160975755924711e-05
ENSG00000143179.16,UCK2,1.3702753490831856,4.923346619580148e-06,3.160975755924711e-05
ENSG00000143178.13,TBX19,1.626215449030005,4.923346619580148e-06,3.160975755924711e-05
ENSG00000143156.14,NME7,1.017710857135358,4.923346619580148e-06,3.160975755924711e-05
ENSG00000118620.13,ZNF430,1.5060676896982728,4.923346619580148e-06,3.160975755924711e-05
ENSG00000281468.1,AC006504.7,2.3640372341799893,4.923346619580148e-06,3.160975755924711e-05
ENSG00000281398.4,SNHG4,2.9595362469164885,4.923346619580148e-06,3.160975755924711e-05
ENSG00000118520.15,ARG1,-2.203733413593625,4.923346619580148e-06,3.160975755924711e-05
ENSG00000118514.14,ALDH8A1,-1.46427833442178,4.923346619580148e-06,3.160975755924711e-05
ENSG00000119632.4,IFI27L2,1.4194151812091536,4.923346619580148e-06,3.160975755924711e-05
ENSG00000197461.13,PDGFA,1.3234770424963413,4.923346619580148e-06,3.160975755924711e-05
ENSG00000197299.12,BLM,2.5939644585051975,4.923346619580148e-06,3.160975755924711e-05
ENSG00000197272.2,IL27,-3.0098418519599024,4.923346619580148e-06,3.160975755924711e-05
ENSG00000117724.13,CENPF,2.422510324202221,4.923346619580148e-06,3.160975755924711e-05
ENSG00000117650.13,NEK2,4.0379592516401726,4.923346619580148e-06,3.160975755924711e-05
ENSG00000167637.18,ZNF283,1.5275184453512516,4.923346619580148e-06,3.160975755924711e-05
ENSG00000144331.20,ZNF385B,-2.519864246738633,4.923346619580148e-06,3.160975755924711e-05
ENSG00000142856.17,ITGB3BP,1.0408386153702869,4.923346619580148e-06,3.160975755924711e-05
ENSG00000197696.10,NMB,2.1542046478384846,4.923346619580148e-06,3.160975755924711e-05
ENSG00000262333.1,HNRNPA1P16,2.8836618607487225,4.923346619580148e-06,3.160975755924711e-05
ENSG00000119403.15,PHF19,1.068259795831355,4.923346619580148e-06,3.160975755924711e-05
ENSG00000118777.12,ABCG2,-1.2147152370460876,4.923346619580148e-06,3.160975755924711e-05
ENSG00000118690.13,ARMC2,1.413057119442506,4.923346619580148e-06,3.160975755924711e-05
ENSG00000277534.1,AC007996.1,1.9600959865868726,4.923346619580148e-06,3.160975755924711e-05
ENSG00000168306.13,ACOX2,-1.628129388727549,4.923346619580148e-06,3.160975755924711e-05
ENSG00000196950.14,SLC39A10,1.363732567616894,4.923346619580148e-06,3.160975755924711e-05
ENSG00000196923.14,PDLIM7,1.1739337052202468,4.923346619580148e-06,3.160975755924711e-05
ENSG00000196812.5,ZSCAN16,1.6854891292410967,4.923346619580148e-06,3.160975755924711e-05
ENSG00000196754.13,S100A2,4.165397512842191,4.923346619580148e-06,3.160975755924711e-05
ENSG00000196741.5,LINC01560,1.2791525592262831,4.923346619580148e-06,3.160975755924711e-05
ENSG00000277476.1,AC005332.5,1.546016320021096,4.923346619580148e-06,3.160975755924711e-05
ENSG00000143257.12,NR1I3,-2.1425679403744584,4.923346619580148e-06,3.160975755924711e-05
ENSG00000169131.13,ZNF354A,1.1665349405684085,4.923346619580148e-06,3.160975755924711e-05
ENSG00000169118.18,CSNK1G1,1.0772779791759477,4.923346619580148e-06,3.160975755924711e-05
ENSG00000142945.13,KIF2C,3.1447392663707343,4.923346619580148e-06,3.160975755924711e-05
ENSG00000242861.1,AL591895.1,1.6122308048000795,4.923346619580148e-06,3.160975755924711e-05
ENSG00000130477.15,UNC13A,3.930410555383679,4.923346619580148e-06,3.160975755924711e-05
ENSG00000131061.14,ZNF341,1.0593594976936678,4.923346619580148e-06,3.160975755924711e-05
ENSG00000183718.5,TRIM52,1.008217363559437,4.923346619580148e-06,3.160975755924711e-05
ENSG00000183549.10,ACSM5,-2.0565748994895676,4.923346619580148e-06,3.160975755924711e-05
ENSG00000183479.12,TREX2,2.6902253638484623,4.923346619580148e-06,3.160975755924711e-05
ENSG00000130827.6,PLXNA3,1.177324147271546,4.923346619580148e-06,3.160975755924711e-05
ENSG00000130821.17,SLC6A8,1.7332257542072842,4.923346619580148e-06,3.160975755924711e-05
ENSG00000130810.20,PPAN,1.1486729250288406,4.923346619580148e-06,3.160975755924711e-05
ENSG00000279738.1,AL022311.1,1.5222613792178807,4.923346619580148e-06,3.160975755924711e-05
ENSG00000267348.3,GEMIN7-AS1,2.441223850154369,4.923346619580148e-06,3.160975755924711e-05
ENSG00000183856.11,IQGAP3,3.003908934182043,4.923346619580148e-06,3.160975755924711e-05
ENSG00000183814.15,LIN9,1.6967817214750058,4.923346619580148e-06,3.160975755924711e-05
ENSG00000196155.13,PLEKHG4,2.3019309280044404,4.923346619580148e-06,3.160975755924711e-05
ENSG00000122674.12,CCZ1,1.0652526724678664,4.923346619580148e-06,3.160975755924711e-05
ENSG00000121957.15,GPSM2,2.0939157947677995,4.923346619580148e-06,3.160975755924711e-05
ENSG00000121903.14,ZSCAN20,2.261758515900711,4.923346619580148e-06,3.160975755924711e-05
ENSG00000121690.11,DEPDC7,-1.4535092756002057,4.923346619580148e-06,3.160975755924711e-05
ENSG00000121621.7,KIF18A,3.6460726328853528,4.923346619580148e-06,3.160975755924711e-05
ENSG00000196456.13,ZNF775,1.6829501945811853,4.923346619580148e-06,3.160975755924711e-05
ENSG00000196421.8,C20orf204,2.8272268642376184,4.923346619580148e-06,3.160975755924711e-05
ENSG00000196705.8,ZNF431,1.707002184670337,4.923346619580148e-06,3.160975755924711e-05
ENSG00000120334.15,CENPL,2.224139803064547,4.923346619580148e-06,3.160975755924711e-05
ENSG00000120324.9,PCDHB10,2.875502058264458,4.923346619580148e-06,3.160975755924711e-05
ENSG00000120254.16,MTHFD1L,1.3766983163697732,4.923346619580148e-06,3.160975755924711e-05
ENSG00000197063.11,MAFG,1.0376311424599123,4.923346619580148e-06,3.160975755924711e-05
